x,y,value
23,5,32
24,5,32
25,5,32
26,5,32
27,5,32
28,5,32
29,5,32
30,5,32
31,5,32
32,5,32
33,5,32
34,5,32
35,5,32
36,5,32
37,5,32
38,5,32
39,5,32
40,5,32
41,5,32
42,5,32
43,5,32
44,5,32
45,5,32
46,5,32
47,5,32
48,5,32
49,5,32
50,5,32
51,5,32
52,5,32
53,5,32
54,5,32
55,5,32
56,5,32
57,5,32
58,5,32
59,5,32
60,5,32
61,5,32
62,5,32
63,5,32
64,5,32
65,5,32
66,5,32
67,5,32
68,5,32
69,5,32
70,5,32
71,5,32
72,5,32
73,5,32
74,5,32
75,5,32
76,5,32
77,5,32
78,5,32
79,5,32
0,6,32
1,6,32
2,6,32
3,6,32
4,6,32
5,6,32
6,6,32
7,6,32
8,6,32
9,6,32
10,6,32
11,6,32
12,6,32
13,6,32
14,6,32
15,6,32
16,6,32
17,6,32
18,6,32
19,6,32
20,6,32
21,6,32
22,6,32
23,6,32
24,6,32
25,6,32
26,6,32
27,6,32
28,6,32
29,6,32
30,6,32
31,6,32
32,6,32
33,6,32
34,6,32
35,6,32
36,6,32
37,6,32
38,6,32
39,6,32
40,6,32
41,6,32
42,6,32
43,6,32
44,6,32
45,6,32
46,6,32
47,6,32
48,6,32
49,6,32
50,6,32
51,6,32
52,6,32
53,6,32
54,6,32
55,6,32
56,6,32
57,6,32
58,6,32
59,6,32
60,6,32
61,6,32
62,6,32
63,6,32
64,6,32
65,6,32
66,6,32
67,6,32
68,6,32
69,6,32
70,6,32
71,6,32
72,6,32
73,6,32
74,6,32
75,6,32
76,6,32
77,6,32
78,6,32
79,6,32
0,7,32
1,7,32
2,7,32
3,7,32
4,7,32
5,7,32
6,7,32
7,7,32
8,7,32
9,7,32
10,7,32
11,7,32
12,7,32
13,7,32
14,7,32
15,7,32
16,7,32
17,7,32
18,7,32
19,7,32
20,7,32
21,7,32
22,7,32
23,7,32
24,7,32
25,7,32
26,7,32
27,7,32
28,7,32
29,7,32
30,7,32
31,7,32
32,7,32
33,7,32
34,7,32
35,7,32
36,7,32
37,7,32
38,7,32
39,7,32
40,7,32
41,7,32
42,7,32
43,7,32
44,7,32
45,7,32
46,7,32
47,7,32
48,7,32
49,7,32
50,7,32
51,7,32
52,7,32
53,7,32
54,7,32
55,7,32
56,7,32
57,7,32
58,7,32
59,7,32
60,7,32
61,7,32
62,7,32
63,7,32
64,7,32
65,7,32
66,7,32
67,7,32
68,7,32
69,7,32
70,7,32
71,7,32
72,7,32
73,7,32
74,7,32
75,7,32
76,7,32
77,7,32
78,7,32
79,7,32
0,8,32
1,8,32
2,8,32
3,8,32
4,8,32
5,8,32
6,8,32
7,8,32
8,8,32
9,8,32
10,8,32
11,8,32
12,8,32
13,8,32
14,8,32
15,8,32
16,8,32
17,8,32
18,8,32
19,8,32
20,8,32
21,8,32
22,8,32
23,8,32
24,8,32
25,8,32
26,8,32
27,8,32
28,8,32
29,8,32
30,8,32
31,8,32
32,8,32
33,8,32
34,8,32
35,8,32
36,8,32
37,8,32
38,8,32
39,8,32
40,8,32
41,8,32
42,8,32
43,8,32
44,8,32
45,8,32
46,8,32
47,8,32
48,8,32
49,8,32
50,8,32
51,8,32
52,8,32
53,8,32
54,8,32
55,8,32
56,8,32
57,8,32
58,8,32
59,8,32
60,8,32
61,8,32
62,8,32
63,8,32
64,8,32
65,8,32
66,8,32
67,8,32
68,8,32
69,8,32
70,8,32
71,8,32
72,8,32
73,8,32
74,8,32
75,8,32
76,8,32
77,8,32
78,8,32
79,8,32
0,9,32
1,9,32
2,9,32
3,9,32
4,9,32
5,9,32
6,9,32
7,9,32
8,9,32
9,9,32
10,9,32
11,9,32
12,9,32
13,9,32
14,9,32
15,9,32
16,9,32
17,9,32
18,9,32
19,9,32
20,9,32
21,9,32
22,9,32
23,9,32
24,9,32
25,9,32
26,9,32
27,9,32
28,9,32
29,9,32
30,9,32
31,9,32
32,9,32
33,9,32
34,9,32
35,9,32
36,9,32
37,9,32
38,9,32
39,9,32
40,9,32
41,9,32
42,9,32
43,9,32
44,9,32
45,9,32
46,9,32
47,9,32
48,9,32
49,9,32
50,9,32
51,9,32
52,9,32
53,9,32
54,9,32
55,9,32
56,9,32
57,9,32
58,9,32
59,9,32
60,9,32
61,9,32
62,9,32
63,9,32
64,9,32
65,9,32
66,9,32
67,9,32
68,9,32
69,9,32
70,9,32
71,9,32
72,9,32
73,9,32
74,9,32
75,9,32
76,9,32
77,9,32
78,9,32
79,9,32
0,10,32
1,10,32
2,10,32
3,10,32
4,10,32
5,10,32
6,10,32
7,10,32
8,10,32
9,10,32
10,10,32
11,10,32
12,10,32
13,10,32
14,10,32
15,10,32
16,10,32
17,10,32
18,10,32
19,10,32
20,10,32
21,10,32
22,10,32
23,10,32
24,10,32
25,10,32
26,10,32
27,10,32
28,10,32
29,10,32
30,10,32
31,10,32
32,10,32
33,10,32
34,10,32
35,10,32
36,10,32
37,10,32
38,10,32
39,10,32
40,10,32
41,10,32
42,10,32
43,10,32
44,10,32
45,10,32
46,10,32
47,10,32
48,10,32
49,10,32
50,10,32
51,10,32
52,10,32
53,10,32
54,10,32
55,10,32
56,10,32
57,10,32
58,10,32
59,10,32
60,10,32
61,10,32
62,10,32
63,10,32
64,10,32
65,10,32
66,10,32
67,10,32
68,10,32
69,10,32
70,10,32
71,10,32
72,10,32
73,10,32
74,10,32
75,10,32
76,10,32
77,10,32
78,10,32
79,10,32
0,11,32
1,11,32
2,11,32
3,11,32
4,11,32
5,11,32
6,11,32
7,11,32
8,11,32
9,11,32
10,11,32
11,11,32
12,11,32
13,11,32
14,11,32
15,11,32
16,11,32
17,11,32
18,11,32
19,11,32
20,11,32
21,11,32
22,11,32
23,11,32
24,11,32
25,11,32
26,11,32
27,11,32
28,11,32
29,11,32
30,11,32
31,11,32
32,11,32
33,11,32
34,11,32
35,11,32
36,11,32
37,11,32
38,11,32
39,11,32
40,11,32
41,11,32
42,11,32
43,11,32
44,11,32
45,11,32
46,11,32
47,11,32
48,11,32
49,11,32
50,11,32
51,11,32
52,11,32
53,11,32
54,11,32
55,11,32
56,11,32
57,11,32
58,11,32
59,11,32
60,11,32
61,11,32
62,11,32
63,11,32
64,11,32
65,11,32
66,11,32
67,11,32
68,11,32
69,11,32
70,11,32
71,11,32
72,11,32
73,11,32
74,11,32
75,11,32
76,11,32
77,11,32
78,11,32
79,11,32
0,12,32
1,12,32
2,12,32
3,12,32
4,12,32
5,12,32
6,12,32
7,12,32
8,12,32
9,12,32
10,12,32
11,12,32
12,12,32
13,12,32
14,12,32
15,12,32
16,12,32
17,12,32
18,12,32
19,12,32
20,12,32
21,12,32
22,12,32
23,12,32
24,12,32
25,12,32
26,12,32
27,12,32
28,12,32
29,12,32
30,12,32
31,12,32
32,12,32
33,12,32
34,12,32
35,12,32
36,12,32
37,12,32
38,12,32
39,12,32
40,12,32
41,12,32
42,12,32
43,12,32
44,12,32
45,12,32
46,12,32
47,12,32
48,12,32
49,12,32
50,12,32
51,12,32
52,12,32
53,12,32
54,12,32
55,12,32
56,12,32
57,12,32
58,12,32
59,12,32
60,12,32
61,12,32
62,12,32
63,12,32
64,12,32
65,12,32
66,12,32
67,12,32
68,12,32
69,12,32
70,12,32
71,12,32
72,12,32
73,12,32
74,12,32
75,12,32
76,12,32
77,12,32
78,12,32
79,12,32
0,13,32
1,13,32
2,13,32
3,13,32
4,13,32
5,13,32
6,13,32
7,13,32
8,13,32
9,13,32
10,13,32
11,13,32
12,13,32
13,13,32
14,13,32
15,13,32
16,13,32
17,13,32
18,13,32
19,13,32
20,13,32
21,13,32
22,13,32
23,13,32
24,13,32
25,13,32
26,13,32
27,13,32
28,13,32
29,13,32
30,13,32
31,13,32
32,13,32
33,13,32
34,13,32
35,13,32
36,13,32
37,13,32
38,13,32
39,13,32
40,13,32
41,13,32
42,13,32
43,13,32
44,13,32
45,13,32
46,13,32
47,13,32
48,13,32
49,13,32
50,13,32
51,13,32
52,13,32
53,13,32
54,13,32
55,13,32
56,13,32
57,13,32
58,13,32
59,13,32
60,13,32
61,13,32
62,13,32
63,13,32
64,13,32
65,13,32
66,13,32
67,13,32
68,13,32
69,13,32
70,13,32
71,13,32
72,13,32
73,13,32
74,13,32
75,13,32
76,13,32
77,13,32
78,13,32
79,13,32
0,14,32
1,14,32
2,14,32
3,14,32
4,14,32
5,14,32
6,14,32
7,14,32
8,14,32
9,14,32
10,14,32
11,14,32
12,14,32
13,14,32
14,14,32
15,14,32
16,14,32
17,14,32
18,14,32
19,14,32
20,14,32
21,14,32
22,14,32
23,14,32
24,14,32
25,14,32
26,14,32
27,14,32
28,14,32
29,14,32
30,14,32
31,14,32
32,14,32
33,14,32
34,14,32
35,14,32
36,14,32
37,14,32
38,14,32
39,14,32
40,14,32
41,14,32
42,14,32
43,14,32
44,14,32
45,14,32
46,14,32
47,14,32
48,14,32
49,14,32
50,14,32
51,14,32
52,14,32
53,14,32
54,14,32
55,14,32
56,14,32
57,14,32
58,14,32
59,14,32
60,14,32
61,14,32
62,14,32
63,14,32
64,14,32
65,14,32
66,14,32
67,14,32
68,14,32
69,14,32
70,14,32
71,14,32
72,14,32
73,14,32
74,14,32
75,14,32
76,14,32
77,14,32
78,14,32
79,14,32
0,15,32
1,15,32
2,15,32
3,15,32
4,15,32
5,15,32
6,15,32
7,15,32
8,15,32
9,15,32
10,15,32
11,15,32
12,15,32
13,15,32
14,15,32
15,15,32
16,15,32
17,15,32
18,15,32
19,15,32
20,15,32
21,15,32
22,15,32
23,15,32
24,15,32
25,15,32
26,15,32
27,15,32
28,15,32
29,15,32
30,15,32
31,15,32
32,15,32
33,15,32
34,15,32
35,15,32
36,15,32
37,15,32
38,15,32
39,15,32
40,15,32
41,15,32
42,15,32
43,15,32
44,15,32
45,15,32
46,15,32
47,15,32
48,15,32
49,15,32
50,15,32
51,15,32
52,15,32
53,15,32
54,15,32
55,15,32
56,15,32
57,15,32
58,15,32
59,15,32
60,15,32
61,15,32
62,15,32
63,15,32
64,15,32
65,15,32
66,15,32
67,15,32
68,15,32
69,15,32
70,15,32
71,15,32
72,15,32
73,15,32
74,15,32
75,15,32
76,15,32
77,15,32
78,15,32
79,15,32
0,16,32
1,16,32
2,16,32
3,16,32
4,16,32
5,16,32
6,16,32
7,16,32
8,16,32
9,16,32
10,16,32
11,16,32
12,16,32
13,16,32
14,16,32
15,16,32
16,16,32
17,16,32
18,16,32
19,16,32
20,16,32
21,16,32
22,16,32
23,16,32
24,16,32
25,16,32
26,16,32
27,16,32
28,16,32
29,16,32
30,16,32
31,16,32
32,16,32
33,16,32
34,16,32
35,16,32
36,16,32
37,16,32
38,16,32
39,16,32
40,16,32
41,16,32
42,16,32
43,16,32
44,16,32
45,16,32
46,16,32
47,16,32
48,16,32
49,16,32
50,16,32
51,16,32
52,16,32
53,16,32
54,16,32
55,16,32
56,16,32
57,16,32
58,16,32
59,16,32
60,16,32
61,16,32
62,16,32
63,16,32
64,16,32
65,16,32
66,16,32
67,16,32
68,16,32
69,16,32
70,16,32
71,16,32
72,16,32
73,16,32
74,16,32
75,16,32
76,16,32
77,16,32
78,16,32
79,16,32
0,17,32
1,17,32
2,17,32
3,17,32
4,17,32
5,17,32
6,17,32
7,17,32
8,17,32
9,17,32
10,17,32
11,17,32
12,17,32
13,17,32
14,17,32
15,17,32
16,17,32
17,17,32
18,17,32
19,17,32
20,17,32
21,17,32
22,17,32
23,17,32
24,17,32
25,17,32
26,17,32
27,17,32
28,17,32
29,17,32
30,17,32
31,17,32
32,17,32
33,17,32
34,17,32
35,17,32
36,17,32
37,17,32
38,17,32
39,17,32
40,17,32
41,17,32
42,17,32
43,17,32
44,17,32
45,17,32
46,17,32
47,17,32
48,17,32
49,17,32
50,17,32
51,17,32
52,17,32
53,17,32
54,17,32
55,17,32
56,17,32
57,17,32
58,17,32
59,17,32
60,17,32
61,17,32
62,17,32
63,17,32
64,17,32
65,17,32
66,17,32
67,17,32
68,17,32
69,17,32
70,17,32
71,17,32
72,17,32
73,17,32
74,17,32
75,17,32
76,17,32
77,17,32
78,17,32
79,17,32
0,18,32
1,18,32
2,18,32
3,18,32
4,18,32
5,18,32
6,18,32
7,18,32
8,18,32
9,18,32
10,18,32
11,18,32
12,18,32
13,18,32
14,18,32
15,18,32
16,18,32
17,18,32
18,18,32
19,18,32
20,18,32
21,18,32
22,18,32
23,18,32
24,18,32
25,18,32
26,18,32
27,18,32
28,18,32
29,18,32
30,18,32
31,18,32
32,18,32
33,18,32
34,18,32
35,18,32
36,18,32
37,18,32
38,18,32
39,18,32
40,18,32
41,18,32
42,18,32
43,18,32
44,18,32
45,18,32
46,18,32
47,18,32
48,18,32
49,18,32
50,18,32
51,18,32
52,18,32
53,18,32
54,18,32
55,18,32
56,18,32
57,18,32
58,18,32
59,18,32
60,18,32
61,18,32
62,18,32
63,18,32
64,18,32
65,18,32
66,18,32
67,18,32
68,18,32
69,18,32
70,18,32
71,18,32
72,18,32
73,18,32
74,18,32
75,18,32
76,18,32
77,18,32
78,18,32
79,18,32
0,19,32
1,19,32
2,19,32
3,19,32
4,19,32
5,19,32
6,19,32
7,19,32
8,19,32
9,19,32
10,19,32
11,19,32
12,19,32
13,19,32
14,19,32
15,19,32
16,19,32
17,19,32
18,19,32
19,19,32
20,19,32
21,19,32
22,19,32
23,19,32
24,19,32
25,19,32
26,19,32
27,19,32
28,19,32
29,19,32
30,19,32
31,19,32
32,19,32
33,19,32
34,19,32
35,19,32
36,19,32
37,19,32
38,19,32
39,19,32
40,19,32
41,19,32
42,19,32
43,19,32
44,19,32
45,19,32
46,19,32
47,19,32
48,19,32
49,19,32
50,19,32
51,19,32
52,19,32
53,19,32
54,19,32
55,19,32
56,19,32
57,19,32
58,19,32
59,19,32
60,19,32
61,19,32
62,19,32
63,19,32
64,19,32
65,19,32
66,19,32
67,19,32
68,19,32
69,19,32
70,19,32
71,19,32
72,19,32
73,19,32
74,19,32
75,19,32
76,19,32
77,19,32
78,19,32
79,19,32
0,20,32
1,20,32
2,20,32
3,20,32
4,20,32
5,20,32
6,20,32
7,20,32
8,20,32
9,20,32
10,20,32
11,20,32
12,20,32
13,20,32
14,20,32
15,20,32
16,20,32
17,20,32
18,20,32
19,20,32
20,20,32
21,20,32
22,20,32
23,20,32
24,20,32
25,20,32
26,20,32
27,20,32
28,20,32
29,20,32
30,20,32
31,20,32
32,20,32
33,20,32
34,20,32
35,20,32
36,20,32
37,20,32
38,20,32
39,20,32
40,20,32
41,20,32
42,20,32
43,20,32
44,20,32
45,20,32
46,20,32
47,20,32
48,20,32
49,20,32
50,20,32
51,20,32
52,20,32
53,20,32
54,20,32
55,20,32
56,20,32
57,20,32
58,20,32
59,20,32
60,20,32
61,20,32
62,20,32
63,20,32
64,20,32
65,20,32
66,20,32
67,20,32
68,20,32
69,20,32
70,20,32
71,20,32
72,20,32
73,20,32
74,20,32
75,20,32
76,20,32
77,20,32
78,20,32
79,20,32
0,21,32
1,21,32
2,21,32
3,21,32
4,21,32
5,21,32
6,21,32
7,21,32
8,21,32
9,21,32
10,21,32
11,21,32
12,21,32
13,21,32
14,21,32
15,21,32
16,21,32
17,21,32
18,21,32
19,21,32
20,21,32
21,21,32
22,21,32
23,21,32
24,21,32
25,21,32
26,21,32
27,21,32
28,21,32
29,21,32
30,21,32
31,21,32
32,21,32
33,21,32
34,21,32
35,21,32
36,21,32
37,21,32
38,21,32
39,21,32
40,21,32
41,21,32
42,21,32
43,21,32
44,21,32
45,21,32
46,21,32
47,21,32
48,21,32
49,21,32
50,21,32
51,21,32
52,21,32
53,21,32
54,21,32
55,21,32
56,21,32
57,21,32
58,21,32
59,21,32
60,21,32
61,21,32
62,21,32
63,21,32
64,21,32
65,21,32
66,21,32
67,21,32
68,21,32
69,21,32
70,21,32
71,21,32
72,21,32
73,21,32
74,21,32
75,21,32
76,21,32
77,21,32
78,21,32
79,21,32
0,22,32
1,22,32
2,22,32
3,22,32
4,22,32
5,22,32
6,22,32
7,22,32
8,22,32
9,22,32
10,22,32
11,22,32
12,22,32
13,22,32
14,22,32
15,22,32
16,22,32
17,22,32
18,22,32
19,22,32
20,22,32
21,22,32
22,22,32
23,22,32
24,22,32
25,22,32
26,22,32
27,22,32
28,22,32
29,22,32
30,22,32
31,22,32
32,22,32
33,22,32
34,22,32
35,22,32
36,22,32
37,22,32
38,22,32
39,22,32
40,22,32
41,22,32
42,22,32
43,22,32
44,22,32
45,22,32
46,22,32
47,22,32
48,22,32
49,22,32
50,22,32
51,22,32
52,22,32
53,22,32
54,22,32
55,22,32
56,22,32
57,22,32
58,22,32
59,22,32
60,22,32
61,22,32
62,22,32
63,22,32
64,22,32
65,22,32
66,22,32
67,22,32
68,22,32
69,22,32
70,22,32
71,22,32
72,22,32
73,22,32
74,22,32
75,22,32
76,22,32
77,22,32
78,22,32
79,22,32
0,23,32
1,23,32
2,23,32
3,23,32
4,23,32
5,23,32
6,23,32
7,23,32
8,23,32
9,23,32
10,23,32
11,23,32
12,23,32
13,23,32
14,23,32
15,23,32
16,23,32
17,23,32
18,23,32
19,23,32
20,23,32
21,23,32
22,23,32
23,23,32
24,23,32
25,23,32
26,23,32
27,23,32
28,23,32
29,23,32
30,23,32
31,23,32
32,23,32
33,23,32
34,23,32
35,23,32
36,23,32
37,23,32
38,23,32
39,23,32
40,23,32
41,23,32
42,23,32
43,23,32
44,23,32
45,23,32
46,23,32
47,23,32
48,23,32
49,23,32
50,23,32
51,23,32
52,23,32
53,23,32
54,23,32
55,23,32
56,23,32
57,23,32
58,23,32
59,23,32
60,23,32
61,23,32
62,23,32
63,23,32
64,23,32
65,23,32
66,23,32
67,23,32
68,23,32
69,23,32
70,23,32
71,23,32
72,23,32
73,23,32
74,23,32
75,23,32
76,23,32
77,23,32
78,23,32
79,23,32
0,24,32
1,24,32
2,24,32
3,24,32
4,24,32
5,24,32
6,24,32
7,24,32
8,24,32
9,24,32
10,24,32
11,24,32
12,24,32
13,24,32
14,24,32
15,24,32
16,24,32
17,24,32
18,24,32
19,24,32
20,24,32
21,24,32
22,24,32
23,24,32
24,24,32
25,24,32
26,24,32
27,24,32
28,24,32
29,24,32
30,24,32
31,24,32
32,24,32
33,24,32
34,24,32
35,24,32
36,24,32
37,24,32
38,24,32
39,24,32
40,24,32
41,24,32
42,24,32
43,24,32
44,24,32
45,24,32
46,24,32
47,24,32
48,24,32
49,24,32
50,24,32
51,24,32
52,24,32
53,24,32
54,24,32
55,24,32
56,24,32
57,24,32
58,24,32
59,24,32
60,24,32
61,24,32
62,24,32
63,24,32
64,24,32
65,24,32
66,24,32
67,24,32
68,24,32
69,24,32
70,24,32
71,24,32
72,24,32
73,24,32
74,24,32
75,24,32
76,24,32
77,24,32
78,24,32
79,24,32
0,25,32
1,25,32
2,25,32
3,25,32
4,25,32
5,25,32
6,25,32
7,25,32
8,25,32
9,25,32
10,25,32
11,25,32
12,25,32
13,25,32
14,25,32
15,25,32
16,25,32
17,25,32
18,25,32
19,25,32
20,25,32
21,25,32
22,25,32
23,25,32
24,25,32
25,25,32
26,25,32
27,25,32
28,25,32
29,25,32
30,25,32
31,25,32
32,25,32
33,25,32
34,25,32
35,25,32
36,25,32
37,25,32
38,25,32
39,25,32
40,25,32
41,25,32
42,25,32
43,25,32
44,25,32
45,25,32
46,25,32
47,25,32
48,25,32
49,25,32
50,25,32
51,25,32
52,25,32
53,25,32
54,25,32
55,25,32
56,25,32
57,25,32
58,25,32
59,25,32
60,25,32
61,25,32
62,25,32
63,25,32
64,25,32
65,25,32
66,25,32
67,25,32
68,25,32
69,25,32
70,25,32
71,25,32
72,25,32
73,25,32
74,25,32
75,25,32
76,25,32
77,25,32
78,25,32
79,25,32
0,26,32
1,26,32
2,26,32
3,26,32
4,26,32
5,26,32
6,26,32
7,26,32
8,26,32
9,26,32
10,26,32
11,26,32
12,26,32
13,26,32
14,26,32
15,26,32
16,26,32
17,26,32
18,26,32
19,26,32
20,26,32
21,26,32
22,26,32
23,26,32
24,26,32
25,26,32
26,26,32
27,26,32
28,26,32
29,26,32
30,26,32
31,26,32
32,26,32
33,26,32
34,26,32
35,26,32
36,26,32
37,26,32
38,26,32
39,26,32
40,26,32
41,26,32
42,26,32
43,26,32
44,26,32
45,26,32
46,26,32
47,26,32
48,26,32
49,26,32
50,26,32
51,26,32
52,26,32
53,26,32
54,26,32
55,26,32
56,26,32
57,26,32
58,26,32
59,26,32
60,26,32
61,26,32
62,26,32
63,26,32
64,26,32
65,26,32
66,26,32
67,26,32
68,26,32
69,26,32
70,26,32
71,26,32
72,26,32
73,26,32
74,26,32
75,26,32
76,26,32
77,26,32
78,26,32
79,26,32
0,27,32
1,27,32
2,27,32
3,27,32
4,27,32
5,27,32
6,27,32
7,27,32
8,27,32
9,27,32
10,27,32
11,27,32
12,27,32
13,27,32
14,27,32
15,27,32
16,27,32
17,27,32
18,27,32
19,27,32
20,27,32
21,27,32
22,27,32
23,27,32
24,27,32
25,27,32
26,27,32
27,27,32
28,27,32
29,27,32
30,27,32
31,27,32
32,27,32
33,27,32
34,27,32
35,27,32
36,27,32
37,27,32
38,27,32
39,27,32
40,27,32
41,27,32
42,27,32
43,27,32
44,27,32
45,27,32
46,27,32
47,27,32
48,27,32
49,27,32
50,27,32
51,27,32
52,27,32
53,27,32
54,27,32
55,27,32
56,27,32
57,27,32
58,27,32
59,27,32
60,27,32
61,27,32
62,27,32
63,27,32
64,27,32
65,27,32
66,27,32
67,27,32
68,27,32
69,27,32
70,27,32
71,27,32
72,27,32
73,27,32
74,27,32
75,27,32
76,27,32
77,27,32
78,27,32
79,27,32
0,28,32
1,28,32
2,28,32
3,28,32
4,28,32
5,28,32
6,28,32
7,28,32
8,28,32
9,28,32
10,28,32
11,28,32
12,28,32
13,28,32
14,28,32
15,28,32
16,28,32
17,28,32
18,28,32
19,28,32
20,28,32
21,28,32
22,28,32
23,28,32
24,28,32
25,28,32
26,28,32
27,28,32
28,28,32
29,28,32
30,28,32
31,28,32
32,28,32
33,28,32
34,28,32
35,28,32
36,28,32
37,28,32
38,28,32
39,28,32
40,28,32
41,28,32
42,28,32
43,28,32
44,28,32
45,28,32
46,28,32
47,28,32
48,28,32
49,28,32
50,28,32
51,28,32
52,28,32
53,28,32
54,28,32
55,28,32
56,28,32
57,28,32
58,28,32
59,28,32
60,28,32
61,28,32
62,28,32
63,28,32
64,28,32
65,28,32
66,28,32
67,28,32
68,28,32
69,28,32
70,28,32
71,28,32
72,28,32
73,28,32
74,28,32
75,28,32
76,28,32
77,28,32
78,28,32
79,28,32
0,29,32
1,29,32
2,29,32
3,29,32
4,29,32
5,29,32
6,29,32
7,29,32
8,29,32
9,29,32
10,29,32
