x,y,value
23,10,32
24,10,32
25,10,32
26,10,32
27,10,32
28,10,32
29,10,32
30,10,32
31,10,32
32,10,32
33,10,32
34,10,32
35,10,32
36,10,32
37,10,32
38,10,32
39,10,32
0,11,32
1,11,32
2,11,32
3,11,32
4,11,32
5,11,32
6,11,32
7,11,32
8,11,32
9,11,32
10,11,32
11,11,32
12,11,32
13,11,32
14,11,32
15,11,32
16,11,32
17,11,32
18,11,32
19,11,32
20,11,32
21,11,32
22,11,32
23,11,32
24,11,32
25,11,32
26,11,32
27,11,32
28,11,32
29,11,32
30,11,32
31,11,32
32,11,32
33,11,32
34,11,32
35,11,32
36,11,32
37,11,32
38,11,32
39,11,32
0,12,32
1,12,32
2,12,32
3,12,32
4,12,32
5,12,32
6,12,32
7,12,32
8,12,32
9,12,32
10,12,32
11,12,32
12,12,32
13,12,32
14,12,32
15,12,32
16,12,32
17,12,32
18,12,32
19,12,32
20,12,32
21,12,32
22,12,32
23,12,32
24,12,32
25,12,32
26,12,32
27,12,32
28,12,32
29,12,32
30,12,32
31,12,32
32,12,32
33,12,32
34,12,32
35,12,32
36,12,32
37,12,32
38,12,32
39,12,32
0,13,32
1,13,32
2,13,32
3,13,32
4,13,32
5,13,32
6,13,32
7,13,32
8,13,32
9,13,32
10,13,32
11,13,32
12,13,32
13,13,32
14,13,32
15,13,32
16,13,32
17,13,32
18,13,32
19,13,32
20,13,32
21,13,32
22,13,32
23,13,32
24,13,32
25,13,32
26,13,32
27,13,32
28,13,32
29,13,32
30,13,32
31,13,32
32,13,32
33,13,32
34,13,32
35,13,32
36,13,32
37,13,32
38,13,32
39,13,32
0,14,32
1,14,32
2,14,32
3,14,32
4,14,32
5,14,32
6,14,32
7,14,32
8,14,32
9,14,32
10,14,32
11,14,32
12,14,32
13,14,32
14,14,32
15,14,32
16,14,32
17,14,32
18,14,32
19,14,32
20,14,32
21,14,32
22,14,32
23,14,32
24,14,32
25,14,32
26,14,32
27,14,32
28,14,32
29,14,32
30,14,32
31,14,32
32,14,32
33,14,32
34,14,32
35,14,32
36,14,32
37,14,32
38,14,32
39,14,32
0,15,32
1,15,32
2,15,32
3,15,32
4,15,32
5,15,32
6,15,32
7,15,32
8,15,32
9,15,32
10,15,32
11,15,32
12,15,32
13,15,32
14,15,32
15,15,32
16,15,32
17,15,32
18,15,32
19,15,32
20,15,32
21,15,32
22,15,32
23,15,32
24,15,32
25,15,32
26,15,32
27,15,32
28,15,32
29,15,32
30,15,32
31,15,32
32,15,32
33,15,32
34,15,32
35,15,32
36,15,32
37,15,32
38,15,32
39,15,32
0,16,32
1,16,32
2,16,32
3,16,32
4,16,32
5,16,32
6,16,32
7,16,32
8,16,32
9,16,32
10,16,32
11,16,32
12,16,32
13,16,32
14,16,32
15,16,32
16,16,32
17,16,32
18,16,32
19,16,32
20,16,32
21,16,32
22,16,32
23,16,32
24,16,32
25,16,32
26,16,32
27,16,32
28,16,32
29,16,32
30,16,32
31,16,32
32,16,32
33,16,32
34,16,32
35,16,32
36,16,32
37,16,32
38,16,32
39,16,32
0,17,32
1,17,32
2,17,32
3,17,32
4,17,32
5,17,32
6,17,32
7,17,32
8,17,32
9,17,32
10,17,32
11,17,32
12,17,32
13,17,32
14,17,32
15,17,32
16,17,32
17,17,32
18,17,32
19,17,32
20,17,32
21,17,32
22,17,32
23,17,32
24,17,32
25,17,32
26,17,32
27,17,32
28,17,32
29,17,32
30,17,32
31,17,32
32,17,32
33,17,32
34,17,32
35,17,32
36,17,32
37,17,32
38,17,32
39,17,32
0,18,32
1,18,32
2,18,32
3,18,32
4,18,32
5,18,32
6,18,32
7,18,32
8,18,32
9,18,32
10,18,32
11,18,32
12,18,32
13,18,32
14,18,32
15,18,32
16,18,32
17,18,32
18,18,32
19,18,32
20,18,32
21,18,32
22,18,32
23,18,32
24,18,32
25,18,32
26,18,32
27,18,32
28,18,32
29,18,32
30,18,32
31,18,32
32,18,32
33,18,32
34,18,32
35,18,32
36,18,32
37,18,32
38,18,32
39,18,32
0,19,32
1,19,32
2,19,32
3,19,32
4,19,32
5,19,32
6,19,32
7,19,32
8,19,32
9,19,32
10,19,32
11,19,32
12,19,32
13,19,32
14,19,32
15,19,32
16,19,32
17,19,32
18,19,32
19,19,32
20,19,32
21,19,32
22,19,32
23,19,32
24,19,32
25,19,32
26,19,32
27,19,32
28,19,32
29,19,32
30,19,32
31,19,32
32,19,32
33,19,32
34,19,32
35,19,32
36,19,32
37,19,32
38,19,32
39,19,32
0,20,32
1,20,32
2,20,32
3,20,32
4,20,32
5,20,32
6,20,32
7,20,32
8,20,32
9,20,32
10,20,32
11,20,32
12,20,32
13,20,32
14,20,32
15,20,32
16,20,32
17,20,32
18,20,32
19,20,32
20,20,32
21,20,32
22,20,32
23,20,32
24,20,32
25,20,32
26,20,32
27,20,32
28,20,32
29,20,32
30,20,32
31,20,32
32,20,32
33,20,32
34,20,32
35,20,32
36,20,32
37,20,32
38,20,32
39,20,32
0,21,32
1,21,32
2,21,32
3,21,32
4,21,32
5,21,32
6,21,32
7,21,32
8,21,32
9,21,32
10,21,32
11,21,32
12,21,32
13,21,32
14,21,32
15,21,32
16,21,32
17,21,32
18,21,32
19,21,32
20,21,32
21,21,32
22,21,32
23,21,32
24,21,32
25,21,32
26,21,32
27,21,32
28,21,32
29,21,32
30,21,32
31,21,32
32,21,32
33,21,32
34,21,32
35,21,32
36,21,32
37,21,32
38,21,32
39,21,32
